Id;NombreEstacion;Estacion;longitud2;latitud2;altitud;anio;precipitaciones Dia;precipitaciones Noche;temperatura Dia;temperatura Noche;H. del Suelo Dia;H. del Suelo Noche;Evapotranspiracion Dia;Evapotranspiracion Noche;Velocidad del Viento Dia;Velocidad del Viento Noche;radiacion Solar
19549;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2790;1991;99,4;15,5;26;24;31;47;18;10,4;46;38,3;5,8
19550;PORTOVIEJO;Colon;-804.598;-10.38;2790;1992;27,7;69,7;25;24;34;55;5,7;6,7;39,4;44,3;5,9
19551;PORTOVIEJO;Portoviejo;-804.596;-10.383;2790;1993;35,3;96,2;32;24;13;46;8,7;0,2;29,8;14,2;5,7
19552;PORTOVIEJO;Andres de Vera;-804.596;-10.378;2790;1994;98,6;53,4;29;20;14;45;9,5;9,8;17,7;55,6;5,8
19553;PORTOVIEJO;Picoza;-804.601;-10.382;2790;1995;18,8;27,3;34;16;18;33;30;41,8;11,7;76,7;5,9
19554;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;2790;1996;90,2;74;31;24;26;52;4,3;19,4;19,3;89,7;5,6
19555;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;2790;1997;116,5;31,6;28;22;17;25;0;0,3;52,3;36,7;6,2
19556;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2790;1998;20,9;68,1;20;16;31;35;26,8;4,9;22,1;55,7;6,1
19557;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2790;1999;76,4;116,9;34;16;12;37;8,9;9,6;79,6;55,3;5,8
19558;PORTOVIEJO;12 de Marzo;-804.597;-10.379;2790;2000;78,5;99;20;21;14;48;6,2;4,2;99,4;35,5;6,1
19559;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;2790;2001;50,1;37,8;30;17;17;52;25,1;0;36;28,8;6,2
19560;PORTOVIEJO;Colon;-804.598;-10.38;2790;2002;23,9;33,1;35;24;20;39;1,4;6,3;9,9;114,3;6,1
19561;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2790;2003;38,8;54,3;23;20;19;26;24,6;0;20,5;83,7;6,2
19562;PORTOVIEJO;12 de Marzo;-804.597;-10.379;2790;2004;38,6;20,5;20;19;18;31;4,5;0,6;50,3;48;5,7
19563;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2790;2005;38,3;63,2;19;22;24;54;7,6;6,6;40,3;45,1;5,9
19564;PORTOVIEJO;12 de Marzo;-804.597;-10.379;2790;2006;41,2;83,4;28;19;21;55;3,5;4,9;4,6;72,7;5,9
19565;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2790;2007;18,8;18,5;30;19;23;48;5;12,3;8,6;102,7;5,6
19566;PORTOVIEJO;Portoviejo;-804.596;-10.383;2790;2008;73,8;82;23;21;31;53;9,5;22,8;39,4;123;6,1
19567;PORTOVIEJO;Andres de Vera;-804.596;-10.378;2790;2009;75,2;43,5;19;24;24;47;1,7;1,3;14,6;42,6;5,8
19568;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;2790;2010;22,6;39,1;26;17;26;27;63,1;10,2;47,6;57,7;6,2
19569;PORTOVIEJO;San Pablo;-804.604;-10.385;2790;2011;56;109;23;20;14;35;58,8;31,4;14,9;77,1;6
19570;PORTOVIEJO;Portoviejo;-804.596;-10.383;2790;2012;86;69,3;24;23;24;55;3,2;5,6;9,5;59,8;6,1
19571;PORTOVIEJO;12 de Marzo;-804.597;-10.379;2790;2013;31,7;99,6;29;24;30;34;3,8;22,9;4,7;82,3;6,1
19572;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;2790;2014;72,9;39,6;26;22;28;31;2,2;3,3;56,6;123,2;6,1
19573;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;2790;2015;66,9;43,5;30;18;20;52;21,8;0,7;14,1;56,5;5,7
19574;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2790;2016;60,8;6,1;19;23;23;50;5,1;2,5;37,1;91,3;5,7
19575;PORTOVIEJO;San Pablo;-804.604;-10.385;2790;2017;96,5;48,4;25;23;15;29;3,4;34,6;6,1;88,3;5,6
19576;PORTOVIEJO;Portoviejo;-804.596;-10.383;2790;2018;78,3;41,6;27;16;35;25;27,7;18,7;25,7;41,3;6,1
19577;PORTOVIEJO;San Pablo;-804.604;-10.385;2790;2019;69,2;63,8;27;17;29;33;8,7;0,3;36,9;45,6;6,1
19578;PORTOVIEJO;Andres de Vera;-804.596;-10.378;50;1989;;;20;24;20;52;5,5;6,2;7,1;14,8;5,5
19579;PORTOVIEJO;12 de Marzo;-804.597;-10.379;50;1990;91,5;;30;16;31;52;5,9;5;10,7;17;5,8
19580;PORTOVIEJO;Portoviejo;-804.596;-10.383;50;1991;207,6;488,9;33;16;35;52;5,2;8,8;6,7;20,2;5,6
19581;PORTOVIEJO;Colon;-804.598;-10.38;50;1992;199;693,3;25;16;27;34;13,7;6,3;9,7;14,3;5,7
19582;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;50;1993;322,8;510;28;21;33;50;27,3;7,8;7,4;13,9;5,7
19583;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;50;1994;365,5;435,2;28;19;13;53;5,1;3,7;5,3;20,7;5,8
19584;PORTOVIEJO;Andres de Vera;-804.596;-10.378;50;1995;324,3;;28;24;14;55;23,5;9,2;7,2;22,5;6
19585;PORTOVIEJO;Colon;-804.598;-10.38;50;1996;295;594,6;32;17;28;26;4,7;4,7;9,5;9,1;5,9
19586;PORTOVIEJO;Andres de Vera;-804.596;-10.378;50;1997;205,2;520,7;23;17;20;41;112,8;133,6;187,1;141,4;5,6
19587;PORTOVIEJO;12 de Marzo;-804.597;-10.379;50;1998;586,9;1288,9;28;23;20;52;45,8;12,6;10,8;19,7;5,7
19588;PORTOVIEJO;Portoviejo;-804.596;-10.383;50;1999;147,7;513,9;22;19;30;36;14,5;3,6;24,8;18,8;5,8
19589;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;50;2000;139,3;481,2;19;24;15;33;1,6;12,6;22,3;20,3;5,6
19590;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;50;2001;;402,9;25;16;32;28;6,4;4,6;6,3;9,9;5,5
19591;PORTOVIEJO;Andres de Vera;-804.596;-10.378;50;2002;152,8;430,7;26;18;30;43;6,8;3,3;5,3;17,3;5,8
19592;PORTOVIEJO;12 de Marzo;-804.597;-10.379;50;2003;261,2;206,6;20;22;18;28;9,1;6,4;6,9;13;6
19593;PORTOVIEJO;San Pablo;-804.604;-10.385;50;2004;207,5;317;17;18;28;47;4,5;2,5;16,5;23,4;5,8
19594;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;50;2005;85,3;142,5;24;22;13;54;3,7;5,7;8,9;16,1;5,9
19595;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;50;2006;255,5;546;17;19;16;34;7,3;9;;14,3;5,9
19596;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;50;2007;263,1;288,6;29;21;18;35;5,6;8,7;8,7;15,5;5,8
19597;PORTOVIEJO;Andres de Vera;-804.596;-10.378;50;2008;837,8;625,5;26;17;22;32;20,6;21,1;27,2;23,7;6
19598;PORTOVIEJO;Andres de Vera;-804.596;-10.378;50;2009;531,2;496,9;22;23;12;44;4,6;7,8;11,2;13,9;5,7
19599;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;50;2010;324;466,3;18;17;13;52;13,3;4,9;13,7;15,7;5,8
19600;PORTOVIEJO;Andres de Vera;-804.596;-10.378;50;2011;236,6;465;23;22;30;34;27,6;5,3;12,3;7,3;6,1
19601;PORTOVIEJO;Portoviejo;-804.596;-10.383;50;2012;603,9;568,5;32;24;33;25;7,9;1,8;5,3;18,4;6
19602;PORTOVIEJO;Andres de Vera;-804.596;-10.378;50;2013;327;458;20;19;16;39;4;;2,2;17,9;5,8
19603;PORTOVIEJO;12 de Marzo;-804.597;-10.379;50;2014;362,1;494,6;23;18;28;35;14,2;12,6;13,8;33,4;5,9
19604;PORTOVIEJO;San Pablo;-804.604;-10.385;50;2015;295,4;540,1;20;16;35;34;67,9;8,9;13,7;23,7;5,9
19605;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;50;2016;348,8;543,6;33;22;17;34;32,7;10,2;15,5;9;6,2
19606;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;50;2017;593,9;893,1;17;24;20;34;4,6;5,2;7,9;17,7;5,6
19607;PORTOVIEJO;18 de Octubre;-804.599;-10.377;6;1992;;286,9;25;18;26;54;4,8;0,6;0;0;5,9
19608;PORTOVIEJO;18 de Octubre;-804.599;-10.377;6;1993;158,3;525,1;19;21;25;47;0;0,1;0;0;5,7
19609;PORTOVIEJO;Picoza;-804.601;-10.382;6;1994;183,3;137,1;23;21;23;32;0;0;0,2;0;6,2
19610;PORTOVIEJO;Colon;-804.598;-10.38;6;1995;121,7;198,8;18;20;34;29;3,1;0;0,1;0,5;6
19611;PORTOVIEJO;Portoviejo;-804.596;-10.383;6;1996;160,1;411,4;27;18;20;30;0,6;0,5;0,5;0;5,8
19612;PORTOVIEJO;Andres de Vera;-804.596;-10.378;6;1997;109,3;298,7;28;22;21;32;80,6;10,5;14,6;89,6;5,9
19613;PORTOVIEJO;San Pablo;-804.604;-10.385;6;1998;419,8;783,3;33;17;21;30;11,3;0;0,3;0,3;5,9
19614;PORTOVIEJO;Picoza;-804.601;-10.382;6;1999;59,3;356,5;26;21;23;43;0;0;2,7;0,4;5,6
19615;PORTOVIEJO;12 de Marzo;-804.597;-10.379;6;2000;69,3;228,8;35;23;33;30;0;0;1;0;5,7
19616;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;6;2001;192,4;424,9;23;24;18;46;0,5;0;0;;5,8
19617;PORTOVIEJO;Picoza;-804.601;-10.382;6;2002;73,5;531,3;30;16;27;27;0;0;0;2,3;5,6
19618;PORTOVIEJO;Andres de Vera;-804.596;-10.378;6;2003;72,5;436,8;28;16;27;50;0,3;;0;0;5,6
19619;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;6;2004;104,7;250,3;18;19;19;42;0,2;;2,5;0;6,2
19620;PORTOVIEJO;Picoza;-804.601;-10.382;6;2005;16,3;54,4;22;22;22;33;0;0;0;0;5,6
19621;PORTOVIEJO;Picoza;-804.601;-10.382;6;2006;170,3;453,9;35;22;23;26;0;0,2;0,3;1;5,8
19622;PORTOVIEJO;18 de Octubre;-804.599;-10.377;6;2007;171,9;61,5;17;22;16;37;0;0,1;0;1,7;6
19623;PORTOVIEJO;Colon;-804.598;-10.38;6;2008;453,7;381,8;23;21;34;55;0,7;0,8;3,7;1,7;5,7
19624;PORTOVIEJO;Portoviejo;-804.596;-10.383;6;2009;342,8;365,1;31;24;15;30;0,6;0;0;0;5,5
19625;PORTOVIEJO;Colon;-804.598;-10.38;6;2010;171,8;364,4;25;19;28;53;3,1;0,2;0;0;5,9
19626;PORTOVIEJO;Portoviejo;-804.596;-10.383;6;2011;151;110,8;20;16;30;33;15,5;0;0;0,1;5,5
19627;PORTOVIEJO;San Pablo;-804.604;-10.385;6;2012;279,8;606,6;22;17;18;42;0;0;0,2;2,5;6,2
19628;PORTOVIEJO;18 de Octubre;-804.599;-10.377;6;2013;157,4;282,3;27;16;20;46;0;0,6;0;0,2;5,5
19629;PORTOVIEJO;Portoviejo;-804.596;-10.383;6;2014;351,2;250;26;24;27;42;1;0;0,7;2,7;5,8
19630;PORTOVIEJO;Portoviejo;-804.596;-10.383;6;2015;94,7;118,2;31;24;20;53;1,5;0;0;9,4;6,2
19631;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;1632;2011;176,3;228,6;18;17;35;27;107,5;7,8;14,7;91,8;5,8
19632;PORTOVIEJO;Portoviejo;-804.596;-10.383;1632;2012;;;23;23;28;30;69,2;8;0;66,6;5,8
19633;PORTOVIEJO;Colon;-804.598;-10.38;1632;2013;374,9;756;19;17;27;46;3;39,1;3,1;7,2;6,1
19634;PORTOVIEJO;Colon;-804.598;-10.38;1632;2014;112,3;69,6;31;23;27;32;2,3;1,2;0;0;5,7
19635;PORTOVIEJO;Portoviejo;-804.596;-10.383;1632;2015;68;160,3;24;20;34;47;22,8;13;8,5;27,5;5,8
19636;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;1632;2016;208,9;248,8;34;22;14;33;;;;;5,7
19637;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;1670;2011;540,5;227,4;22;24;35;39;118,5;5,3;14,6;57,8;5,6
19638;PORTOVIEJO;Portoviejo;-804.596;-10.383;1670;2013;396,3;496,4;31;19;19;51;;;;84;5,8
19639;PORTOVIEJO;Picoza;-804.601;-10.382;1670;2014;365,4;378,2;27;17;27;40;4;0;17,5;69,5;6,1
19640;PORTOVIEJO;Portoviejo;-804.596;-10.383;1670;2015;200,1;186,7;30;18;24;31;6,5;3,8;6,6;203,7;6,1
19641;PORTOVIEJO;12 de Marzo;-804.597;-10.379;1670;2016;436,2;337,6;19;19;23;37;;;;;5,9
19642;PORTOVIEJO;Colon;-804.598;-10.38;912;2012;;;23;18;22;53;0;0;0;14,3;6,1
19643;PORTOVIEJO;Portoviejo;-804.596;-10.383;912;2013;100,1;85,2;27;20;27;35;2,4;2,5;38,2;97,9;5,7
19644;PORTOVIEJO;Colon;-804.598;-10.38;912;2014;429,8;408,7;32;23;13;30;50;28;84,2;136,8;6
19645;PORTOVIEJO;Picoza;-804.601;-10.382;912;2015;225;281;21;19;25;33;0;0;0;0;5,8
19646;PORTOVIEJO;San Pablo;-804.604;-10.385;912;2016;234,4;165,2;30;22;12;41;;;;;5,5
19647;PORTOVIEJO;12 de Marzo;-804.597;-10.379;912;2017;;;22;19;22;42;;0;8,9;60,8;6,1
19648;PORTOVIEJO;Colon;-804.598;-10.38;912;2018;222,2;337,4;18;21;32;29;0;0;;;5,7
19649;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;1300;2011;257,5;141,2;20;24;26;26;63,9;1;3;49,2;5,6
19650;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;1623;2012;;;22;20;28;43;0;0;0;77,9;6
19651;PORTOVIEJO;Andres de Vera;-804.596;-10.378;1623;2013;204,5;478,4;26;22;24;29;0,6;31,4;1,2;181,4;5,5
19652;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;1623;2014;281,8;411,8;26;21;24;30;0,8;0;21,8;69,8;5,8
19653;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;1623;2015;248,7;293;25;18;31;28;4,1;8,5;1,5;101,4;6,1
19654;PORTOVIEJO;18 de Octubre;-804.599;-10.377;1623;2016;343,1;154,8;31;23;30;35;;;;;5,9
19655;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;1623;2017;;;18;17;29;54;0,7;1,2;4,3;60,4;5,7
19656;PORTOVIEJO;12 de Marzo;-804.597;-10.379;1623;2018;172,1;360,2;21;22;16;43;;;;;5,9
19657;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;1446;1992;40,2;;32;20;26;26;;;;;5,7
19658;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;1446;2012;350,7;377,7;21;22;16;52;0;0;0;4,4;5,7
19659;PORTOVIEJO;Andres de Vera;-804.596;-10.378;1446;2013;169,5;229,6;29;22;17;45;0;13,5;0;60,9;5,8
19660;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;1446;2014;116,4;218,3;30;24;23;38;0;0;2,5;14;5,9
19661;PORTOVIEJO;Portoviejo;-804.596;-10.383;1446;2015;226;116,5;20;19;25;32;0;0;0;43,5;5,8
19662;PORTOVIEJO;Picoza;-804.601;-10.382;1446;2016;185,3;95,5;29;21;23;43;0;;;;6,1
19663;PORTOVIEJO;Portoviejo;-804.596;-10.383;1446;2017;;;18;20;18;53;0;0;0;17,7;5,7
19664;PORTOVIEJO;18 de Octubre;-804.599;-10.377;1446;2018;120,8;184,3;24;23;21;52;0;0;0;0;6
19665;PORTOVIEJO;Portoviejo;-804.596;-10.383;75;2008;;;25;21;30;46;24,7;34,7;8,6;31,7;5,9
19666;PORTOVIEJO;San Pablo;-804.604;-10.385;75;2009;224,7;319,3;18;24;35;31;6,6;10,7;1,1;1,5;6
19667;PORTOVIEJO;Picoza;-804.601;-10.382;75;2010;273,6;578,9;21;23;35;28;180,9;12,8;13;3,4;5,8
19668;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;75;2011;232,9;;19;24;24;42;;68,9;3;2,1;5,9
19669;PORTOVIEJO;18 de Octubre;-804.599;-10.377;75;2012;256,1;271,9;24;20;16;45;;;;;5,7
19670;PORTOVIEJO;18 de Octubre;-804.599;-10.377;75;2013;87,8;64,3;27;16;26;25;40,1;18,2;23,5;24;5,9
19671;PORTOVIEJO;18 de Octubre;-804.599;-10.377;75;2015;;306,5;19;23;18;53;162,4;8,9;5,2;83,3;6
19672;PORTOVIEJO;Picoza;-804.601;-10.382;75;2016;439,2;325,5;24;18;31;36;;;;;5,9
19673;PORTOVIEJO;Andres de Vera;-804.596;-10.378;75;2017;211,1;;24;24;25;51;8;24,7;2,8;48;5,6
19674;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;75;2018;182,5;432,6;23;24;24;45;12,9;15,1;0;0;6
19675;PORTOVIEJO;Colon;-804.598;-10.38;124;2008;;;23;24;30;32;42;14,2;9,3;38;5,7
19676;PORTOVIEJO;18 de Octubre;-804.599;-10.377;124;2009;317,7;272,2;18;17;13;47;;18,7;0,2;2,6;5,6
19677;PORTOVIEJO;Colon;-804.598;-10.38;124;2010;311,4;618,4;34;21;26;45;31,9;7,9;5;;5,9
19678;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;124;2011;169,3;326,2;30;24;25;48;64,4;1,2;0,6;6,8;5,8
19679;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;124;2012;465,8;728,2;19;21;12;43;4,9;10,3;0;1,8;5,6
19680;PORTOVIEJO;Andres de Vera;-804.596;-10.378;124;2013;;353,7;19;16;30;27;6,5;1,6;0,7;25,8;6,2
19681;PORTOVIEJO;Picoza;-804.601;-10.382;124;2014;338,7;345,8;23;20;31;39;8,9;7,6;6,4;33,8;5,7
19682;PORTOVIEJO;18 de Octubre;-804.599;-10.377;124;2015;255,9;358,5;17;18;30;34;100,9;3,7;2,7;68,8;5,8
19683;PORTOVIEJO;San Pablo;-804.604;-10.385;124;2016;260,2;281,3;27;17;27;29;5,4;2,5;14;4,4;5,9
19684;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;124;2017;243,9;564,4;19;24;32;40;;;;23,1;6,1
19685;PORTOVIEJO;Portoviejo;-804.596;-10.383;124;2018;122,1;516,9;19;16;29;55;;;;;5,9
19686;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;2600;1990;;56,2;17;17;12;42;63,1;68,7;81,7;87,9;5,6
19687;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;2600;1991;;;28;21;26;33;82,5;54,2;62,2;50,3;5,9
19688;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2600;1992;21,5;41,6;31;18;13;27;72,5;49,6;79,8;46,2;5,6
19689;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2608;1993;;;30;19;16;27;;;6,3;43,8;5,6
19690;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;2608;1994;199,3;146,2;28;18;17;54;2;2,3;0;0;5,8
19691;PORTOVIEJO;Colon;-804.598;-10.38;2608;2003;;;25;23;32;47;;;;0;5,9
19692;PORTOVIEJO;12 de Marzo;-804.597;-10.379;2608;2004;;;22;23;21;50;;3;;;6,1
19693;PORTOVIEJO;Portoviejo;-804.596;-10.383;2608;2007;57,6;18,4;20;21;33;40;6,2;7,9;0;51,2;6
19694;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2608;2008;140,2;179,4;27;22;12;29;6;32,5;22,1;83;5,8
19695;PORTOVIEJO;Portoviejo;-804.596;-10.383;2608;2009;164,1;142,3;24;21;28;32;3,3;15,4;2,5;45,4;5,9
19696;PORTOVIEJO;12 de Marzo;-804.597;-10.379;2608;2010;45,2;90,2;31;22;28;39;47,7;12,2;21,6;1,5;6,1
19697;PORTOVIEJO;Picoza;-804.601;-10.382;2608;2011;63,6;175,5;27;23;17;44;33,8;9,6;40,2;13,3;5,7
19698;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;2608;2012;206,5;166,3;22;24;19;32;0;2,7;15,9;101,6;5,8
19699;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;2608;2013;24,8;123,5;19;20;31;53;3,5;11,3;3,5;33,4;5,7
19700;PORTOVIEJO;Andres de Vera;-804.596;-10.378;2608;2014;218,5;112,2;26;16;33;30;3,7;12,6;24,3;121,4;5,8
19701;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;2608;2015;91;55,3;31;22;35;25;;;;;6
19702;PORTOVIEJO;Portoviejo;-804.596;-10.383;3200;1991;;;34;24;24;53;93,4;77,8;64,4;57,9;5,5
19703;PORTOVIEJO;Picoza;-804.601;-10.382;3200;1992;64,2;97,2;21;17;31;43;52,6;;;;6,2
19704;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;1700;1989;;;30;17;15;37;466;391;379;418;5,8
19705;PORTOVIEJO;18 de Octubre;-804.599;-10.377;1700;1990;;300,2;28;19;17;53;281,8;291,8;315,9;134,6;5,9
19706;PORTOVIEJO;San Pablo;-804.604;-10.385;1700;1991;71,4;117,8;28;21;34;39;250,5;119,5;182;254,1;5,6
19707;PORTOVIEJO;18 de Octubre;-804.599;-10.377;1700;1992;58,8;44,9;25;21;19;29;257,9;282,4;314,7;338,4;6,1
19708;PORTOVIEJO;Portoviejo;-804.596;-10.383;3336;2000;102,5;213,8;21;16;17;48;84,7;64;161,5;;5,8
19709;PORTOVIEJO;Portoviejo;-804.596;-10.383;3336;2001;168,2;76,5;19;16;19;34;85,7;106,2;90;43;5,6
19710;PORTOVIEJO;San Pablo;-804.604;-10.385;3336;2002;;;34;23;29;39;131,7;84,9;37,1;127,2;5,7
19711;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;3336;2003;46,9;62,7;32;17;25;55;;56,1;74,6;89,4;6,1
19712;PORTOVIEJO;18 de Octubre;-804.599;-10.377;3336;2004;47,6;67,9;32;21;19;40;107,9;66;92,8;118,8;5,5
19713;PORTOVIEJO;Portoviejo;-804.596;-10.383;3336;2005;44,5;107,1;21;19;31;43;68;53,8;54;68,5;5,5
19714;PORTOVIEJO;San Pablo;-804.604;-10.385;3336;2006;171,4;87,2;27;19;15;33;73,5;84,7;82,8;57;5,6
19715;PORTOVIEJO;San Pablo;-804.604;-10.385;3336;2007;116,6;39,9;33;23;30;29;23,4;149,3;58,8;132;5,5
19716;PORTOVIEJO;12 de Marzo;-804.597;-10.379;3336;2008;87,8;181,8;23;17;28;33;168,7;132,1;91,5;180,4;5,7
19717;PORTOVIEJO;San Pablo;-804.604;-10.385;3336;2009;163;123,9;28;22;29;47;116,5;92,6;;66;6
19718;PORTOVIEJO;Colon;-804.598;-10.38;3336;2010;57,3;160,5;22;20;34;50;138,2;77;75,4;64,9;5,7
19719;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;3336;2011;123,8;129,4;33;19;33;50;224,9;63,5;121;91,9;5,8
19720;PORTOVIEJO;Portoviejo;-804.596;-10.383;3336;2012;181;156,6;19;22;31;41;97,5;81,5;45,2;122,1;6,2
19721;PORTOVIEJO;San Pablo;-804.604;-10.385;3336;2013;95,2;118,9;30;20;33;48;179,4;120,7;58,2;112,6;5,8
19722;PORTOVIEJO;18 de Octubre;-804.599;-10.377;3336;2014;122,3;48,4;17;24;20;45;174,4;98,3;88,8;120,9;6
19723;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;3336;2015;224,7;71,4;18;19;13;32;190,5;74,8;51,2;119,8;5,8
19724;PORTOVIEJO;Colon;-804.598;-10.38;3336;2016;76,1;104,4;24;23;26;39;76,3;169,7;84,5;83,5;5,7
19725;PORTOVIEJO;12 de Marzo;-804.597;-10.379;3336;2017;119,6;120,8;33;23;26;51;170,3;108,1;;125,9;5,8
19726;PORTOVIEJO;San Pablo;-804.604;-10.385;3000;1991;;;26;21;34;28;41,6;40,4;45,8;39,2;5,8
19727;PORTOVIEJO;Colon;-804.598;-10.38;3000;1992;84,5;206,6;33;16;24;26;27,8;19,6;72,5;41,4;6
19728;PORTOVIEJO;Andres de Vera;-804.596;-10.378;2400;1989;;;25;24;26;35;26,5;6,2;40,7;118,8;6,2
19729;PORTOVIEJO;Andres de Vera;-804.596;-10.378;2400;1990;74,4;;28;20;24;33;13;13,2;45,3;73;6,2
19730;PORTOVIEJO;San Pablo;-804.604;-10.385;2400;1991;63,8;54,9;25;19;16;51;;;;;5,7
19731;PORTOVIEJO;Andres de Vera;-804.596;-10.378;2500;1989;;;35;19;18;34;77;54,5;53,8;103,9;5,5
19732;PORTOVIEJO;Colon;-804.598;-10.38;2500;1990;69,1;55,8;27;21;25;48;88,5;85,5;66,1;83,1;6,2
19733;PORTOVIEJO;Andres de Vera;-804.596;-10.378;2500;1991;61,8;104,3;31;23;34;49;136,7;143,1;46,8;46,6;6,1
19734;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;2500;1992;13,5;50,7;24;16;27;26;119,9;36,7;59,2;36,3;6,1
19735;PORTOVIEJO;Andres de Vera;-804.596;-10.378;3340;1989;;;26;22;31;34;51,9;5,9;;;5,6
19736;PORTOVIEJO;Colon;-804.598;-10.38;3340;1990;;;24;17;30;35;;;48,9;;5,8
19737;PORTOVIEJO;12 de Marzo;-804.597;-10.379;3340;1991;;;30;16;22;49;41,7;35,4;56;84,6;5,7
19738;PORTOVIEJO;San Pablo;-804.604;-10.385;3340;1992;19,2;83,3;22;16;24;46;19,7;26,1;68;71,1;5,9
19739;PORTOVIEJO;Andres de Vera;-804.596;-10.378;2450;1989;;;29;24;33;25;51,9;5,9;48,9;;5,8
19740;PORTOVIEJO;12 de Marzo;-804.597;-10.379;2450;1990;;;18;17;28;42;44,4;14;30,7;188,9;5,8
19741;PORTOVIEJO;San Pablo;-804.604;-10.385;2450;1991;77,6;131,7;22;17;16;47;19,6;19,1;;;5,7
19742;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2504;1995;;50,9;21;24;26;49;3,8;6;7,9;42,7;5,6
19743;PORTOVIEJO;San Pablo;-804.604;-10.385;2504;1996;120,4;183,7;33;21;34;39;10;0,5;4,7;24;6
19744;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;2504;1997;99,5;49,1;19;16;26;29;;;;;5,6
19745;PORTOVIEJO;Picoza;-804.601;-10.382;2504;2001;147,7;110,9;33;17;24;33;;0;29,3;0;5,8
19746;PORTOVIEJO;Portoviejo;-804.596;-10.383;2504;2002;23,7;122,5;30;20;31;40;;;;87,1;5,7
19747;PORTOVIEJO;Colon;-804.598;-10.38;2504;2003;101,9;;30;16;17;53;;;;;6
19748;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2504;2004;63,8;53,4;30;20;32;50;2,1;0;62,9;;5,7
19749;PORTOVIEJO;Andres de Vera;-804.596;-10.378;2504;2005;23,3;125,3;35;24;16;54;4,8;10,7;2,2;19,9;6
19750;PORTOVIEJO;12 de Marzo;-804.597;-10.379;2504;2006;97,4;220,7;22;23;22;31;;;;;5,6
19751;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2504;2007;;0;21;24;31;43;0;0,2;0;;5,8
19752;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;2504;2008;;;27;23;13;46;1,5;21,2;29,6;84,3;6,1
19753;PORTOVIEJO;San Pablo;-804.604;-10.385;2504;2009;143,6;130,5;17;22;15;38;1,3;0,3;11,7;44,4;5,9
