Id;Estacion;longitud2;latitud2;altitud;anio;precipitaciones Dia;precipitaciones Noche;temperatura Dia;temperatura Noche;H. del Suelo Dia;H. del Suelo Noche;Evapotranspiracion Dia;Evapotranspiracion Noche;Velocidad del Viento Dia;Velocidad del Viento Noche;radiacion Solar
15113;0;-804.597;-10.379;930;1975;232.1;242.0;20.0;19;13;35;138.3;256.2;168.2;198.4;5.8
15114;5;-804.601;-10.382;930;1976;211.9;73.6;24.0;23;12;50;256.1;294.8;248.1;86.4;5.8
15115;3;-804.598;-10.38;930;1977;154.2;307.4;27.0;18;17;30;159.2;224.9;161.0;121.0;6.0
15116;0;-804.597;-10.379;930;1978;56.2;37.2;24.0;23;26;49;184.1;68.6;103.7;91.7;5.8
15117;1;-804.599;-10.377;930;1979;38.4;11.0;28.0;21;23;28;66.6;99.1;58.3;34.9;6.1
15118;1;-804.599;-10.377;930;1980;83.9;40.0;30.0;23;18;37;78.7;36.3;28.4;261.5;6.2
15119;0;-804.597;-10.379;930;1981;157.0;202.4;24.0;22;18;27;124.5;140.8;69.4;79.2;5.7
15120;2;-804.595;-10.378;930;1982;37.8;21.2;35.0;19;35;41;117.3;87.2;69.4;72.0;5.9
15121;3;-804.598;-10.38;930;1983;317.8;269.0;21.0;22;14;35;144.8;363.2;398.3;342.2;6.1
15122;1;-804.599;-10.377;930;1986;317.8;269.0;22.0;21;31;47;144.8;363.2;398.3;342.2;5.8
15123;4;-804.6;-10.376;800;1979;317.8;269.0;35.0;23;12;38;144.8;74.4;113.7;68.5;6.0
15124;1;-804.599;-10.377;800;1980;208.3;180.0;31.0;22;13;53;191.3;140.2;105.2;235.5;5.6
15125;6;-804.596;-10.383;800;1981;156.1;249.1;26.0;21;14;41;119.0;135.9;135.4;128.2;6.0
15126;5;-804.601;-10.382;800;1982;46.9;109.0;33.0;23;31;49;154.4;205.1;90.3;97.9;5.7
15127;3;-804.598;-10.38;800;1983;221.0;300.2;21.0;17;18;54;154.4;205.1;231.6;97.9;5.9
15128;8;-804.603;-10.384;800;1984;82.8;209.2;29.0;22;14;53;154.4;205.1;231.6;97.9;5.7
15129;5;-804.601;-10.382;800;1985;136.6;115.1;33.0;17;35;52;154.4;205.1;231.6;97.9;5.8
15130;7;-804.604;-10.385;820;1982;136.6;115.1;35.0;24;18;27;154.4;205.1;231.6;97.9;5.7
15131;1;-804.599;-10.377;820;1983;153.3;35.1;35.0;19;31;53;21.1;205.1;231.6;97.9;5.6
15132;8;-804.603;-10.384;820;1984;82.4;612.8;24.0;17;20;29;281.3;499.9;341.4;447.2;5.9
15133;8;-804.603;-10.384;820;1985;467.5;565.9;22.0;16;20;52;662.3;499.9;341.4;447.2;6.1
15134;1;-804.599;-10.377;820;1986;131.3;237.4;28.0;24;29;46;533.1;293.2;333.9;447.2;5.6
15135;2;-804.595;-10.378;820;1987;594.5;647.8;29.0;22;28;45;516.2;469.0;298.4;250.8;5.9
15136;0;-804.597;-10.379;820;1988;550.3;357.6;28.0;16;17;47;373.9;236.9;118.9;144.0;6.2
15137;1;-804.599;-10.377;820;1989;99.0;160.6;31.0;24;34;51;129.1;283.2;83.7;214.7;5.6
15138;8;-804.603;-10.384;820;1990;99.0;41.9;27.0;19;34;33;143.0;43.2;215.2;135.9;5.8
15139;8;-804.603;-10.384;820;1991;180.2;126.9;19.0;24;20;37;358.4;179.4;269.4;462.5;5.8
15140;4;-804.6;-10.376;820;1992;151.8;232.4;30.0;17;12;25;139.0;185.7;53.8;96.3;5.8
15141;7;-804.604;-10.385;820;1993;162.0;369.0;19.0;19;31;34;593.1;264.8;231.4;127.6;6.1
15142;6;-804.596;-10.383;820;1994;326.9;109.5;33.0;23;35;45;309.2;124.5;232.1;145.5;5.6
15143;7;-804.604;-10.385;820;1995;173.7;112.9;21.0;17;22;50;555.3;94.5;244.5;145.5;5.6
15144;2;-804.595;-10.378;820;1996;198.0;237.3;17.0;19;22;40;219.4;209.6;272.9;194.1;6.1
15145;6;-804.596;-10.383;820;1997;198.0;224.2;24.0;20;12;43;271.2;82.8;133.3;70.9;5.9
15146;2;-804.595;-10.378;820;1998;369.2;431.7;21.0;23;24;48;245.4;197.7;166.2;341.5;5.7
15147;7;-804.604;-10.385;820;1999;210.2;186.4;23.0;17;15;48;109.0;186.6;166.2;147.7;5.9
15148;1;-804.599;-10.377;820;2000;72.3;186.4;27.0;21;35;37;301.6;186.6;211.0;104.1;5.9
15149;7;-804.604;-10.385;820;2001;72.3;186.4;35.0;20;32;51;277.8;186.6;211.0;111.2;6.1
15150;6;-804.596;-10.383;820;2002;129.7;186.4;29.0;24;12;33;510.0;173.0;199.9;133.8;6.1
15151;6;-804.596;-10.383;820;2003;159.6;237.0;30.0;24;34;36;206.2;106.5;25.1;6.6;5.7
15152;4;-804.6;-10.376;820;2004;82.0;98.6;33.0;24;19;46;349.4;80.0;134.7;147.6;5.8
15153;8;-804.603;-10.384;820;2005;37.1;137.7;20.0;20;33;50;226.4;177.6;172.6;236.2;5.7
15154;6;-804.596;-10.383;820;2006;261.3;270.5;27.0;24;17;46;187.8;190.4;229.1;226.4;6.1
15155;4;-804.6;-10.376;820;2007;249.4;96.1;30.0;22;34;44;231.8;376.7;290.2;272.8;6.2
15156;6;-804.596;-10.383;820;2008;198.6;632.0;18.0;17;23;52;297.7;162.1;229.6;260.4;6.1
15157;4;-804.6;-10.376;820;2009;275.0;251.3;33.0;17;21;26;309.6;289.0;229.6;129.1;5.5
15158;8;-804.603;-10.384;820;2010;175.9;275.5;17.0;18;35;45;79.7;78.3;34.2;129.1;6.0
15159;4;-804.6;-10.376;820;2011;58.9;99.6;18.0;18;30;29;160.7;26.1;55.9;81.0;5.6
15160;4;-804.6;-10.376;820;2012;156.9;193.5;26.0;17;26;27;202.3;223.2;154.8;199.0;6.1
15161;4;-804.6;-10.376;820;2013;324.5;289.5;22.0;18;16;25;202.3;274.9;184.8;228.5;5.7
15162;6;-804.596;-10.383;820;2014;284.1;254.5;31.0;18;12;40;225.8;197.1;148.8;180.8;6.1
15163;2;-804.595;-10.378;820;2015;232.8;134.0;32.0;21;32;32;205.3;112.3;152.8;233.2;5.8
15164;7;-804.604;-10.385;820;2016;73.6;313.3;33.0;20;18;29;205.3;112.3;152.8;233.2;6.1
15165;8;-804.603;-10.384;400;1964;73.6;313.3;27.0;21;15;53;174.2;168.8;186.6;63.5;6.0
15166;7;-804.604;-10.385;400;1965;151.8;127.0;28.0;17;17;46;180.5;114.2;236.8;252.9;5.5
15167;2;-804.595;-10.378;400;1966;239.0;189.0;31.0;17;29;45;183.7;114.2;202.3;127.3;5.5
15168;5;-804.601;-10.382;400;1967;325.2;148.0;25.0;20;32;32;154.2;144.7;80.6;111.5;5.9
15169;3;-804.598;-10.38;400;1968;134.8;44.5;23.0;19;13;50;384.0;297.8;426.0;99.5;5.9
15170;5;-804.601;-10.382;400;1969;150.1;175.7;23.0;16;32;34;124.3;68.3;211.6;57.4;5.8
15171;8;-804.603;-10.384;400;1970;188.2;3.2;24.0;16;22;36;108.1;190.3;219.2;164.7;6.2
15172;3;-804.598;-10.38;400;1971;112.0;67.1;33.0;21;12;42;190.0;354.1;243.1;142.9;5.8
15173;2;-804.595;-10.378;400;1972;39.4;153.2;33.0;19;31;41;128.9;162.9;234.0;325.9;6.1
15174;1;-804.599;-10.377;400;1973;544.5;37.7;34.0;16;28;42;49.2;10.7;57.7;46.5;6.2
15175;1;-804.599;-10.377;400;1974;24.3;184.5;30.0;24;21;43;44.0;118.9;96.7;52.1;6.2
15176;3;-804.598;-10.38;400;1975;87.9;534.0;25.0;21;12;32;95.1;122.1;68.7;60.3;5.8
15177;0;-804.597;-10.379;400;1976;87.9;64.6;18.0;16;35;30;328.5;390.5;319.5;73.8;6.0
15178;6;-804.596;-10.383;400;1977;304.7;15.0;22.0;22;34;36;71.2;61.6;47.9;115.4;6.2
15179;8;-804.603;-10.384;400;1978;400.1;258.8;20.0;24;22;32;45.2;75.3;80.4;17.4;5.9
15180;8;-804.603;-10.384;400;1979;118.0;75.4;22.0;22;27;38;157.4;159.0;219.0;66.4;6.1
15181;5;-804.601;-10.382;400;1980;192.4;63.0;23.0;17;30;32;135.6;103.6;113.8;193.3;6.2
15182;2;-804.595;-10.378;400;1981;40.3;42.2;30.0;23;31;44;106.5;37.9;85.3;176.8;5.7
15183;2;-804.595;-10.378;400;1982;80.8;102.7;24.0;16;20;55;154.2;215.9;140.7;138.3;6.1
15184;0;-804.597;-10.379;400;1983;832.0;256.3;20.0;19;14;31;1312.3;115.3;126.6;189.4;5.9
15185;5;-804.601;-10.382;400;1984;28.0;96.3;18.0;20;15;37;1312.3;115.3;126.6;189.4;5.8
15186;6;-804.596;-10.383;300;1964;28.0;96.3;35.0;20;28;51;86.3;66.2;88.8;27.5;5.6
15187;6;-804.596;-10.383;300;1965;100.0;76.6;29.0;17;28;45;124.9;62.7;145.6;187.9;5.7
15188;2;-804.595;-10.378;300;1966;374.6;214.3;18.0;21;19;36;108.7;79.3;81.1;88.3;5.9
15189;3;-804.598;-10.38;300;1967;180.6;291.0;33.0;24;13;44;118.1;70.7;60.0;70.6;5.6
15190;7;-804.604;-10.385;300;1968;58.4;58.2;22.0;20;28;55;174.5;169.1;194.9;113.9;5.6
15191;4;-804.6;-10.376;300;1969;138.4;219.7;30.0;20;34;53;67.4;33.9;95.7;35.6;6.0
15192;6;-804.596;-10.383;300;1970;109.7;6.7;21.0;16;27;27;66.5;42.3;61.2;70.8;6.0
15193;2;-804.595;-10.378;300;1971;88.0;17.5;33.0;22;34;28;104.2;187.2;89.7;73.6;6.2
15194;3;-804.598;-10.38;300;1972;77.0;239.9;35.0;24;25;31;147.0;164.7;146.4;185.1;5.8
15195;3;-804.598;-10.38;300;1973;621.5;62.5;18.0;23;32;43;49.9;43.9;47.8;66.4;5.5
15196;3;-804.598;-10.38;300;1975;85.8;497.5;25.0;16;16;45;105.2;135.8;101.3;117.8;6.1
15197;0;-804.597;-10.379;300;1976;451.1;126.0;24.0;16;23;44;352.2;255.7;169.1;62.1;5.6
15198;3;-804.598;-10.38;300;1977;451.1;60.0;17.0;19;24;35;161.2;255.7;59.3;145.7;5.9
15199;3;-804.598;-10.38;300;1978;472.4;224.5;21.0;22;23;28;72.5;71.5;67.5;50.7;6.1
15200;3;-804.598;-10.38;300;1979;180.7;172.8;24.0;19;21;53;136.3;95.5;141.4;50.7;5.5
15201;7;-804.604;-10.385;300;1980;245.5;58.1;23.0;17;12;48;120.9;79.6;58.8;109.6;5.6
15202;7;-804.604;-10.385;300;1981;53.7;15.7;21.0;23;31;55;95.1;38.8;92.6;80.1;6.0
15203;5;-804.601;-10.382;300;1982;60.3;86.8;31.0;24;29;43;173.6;85.0;91.1;139.7;6.0
15204;4;-804.6;-10.376;300;1983;849.1;292.2;33.0;24;35;53;946.2;73.2;74.9;73.6;6.1
15205;0;-804.597;-10.379;300;1984;26.8;74.4;22.0;18;26;35;61.9;71.0;75.0;82.3;5.6
15206;7;-804.604;-10.385;300;1985;4.4;7.5;31.0;18;30;29;103.8;91.5;87.8;72.7;6.0
15207;3;-804.598;-10.38;300;1986;373.7;56.4;20.0;18;30;35;9.5;0.9;5.2;23.6;6.0
15208;7;-804.604;-10.385;300;1987;467.4;637.5;30.0;21;19;50;55.4;109.7;103.1;51.3;5.8
15209;4;-804.6;-10.376;300;1988;69.6;36.8;26.0;22;29;52;33.0;22.3;62.0;48.9;5.9
15210;7;-804.604;-10.385;300;1989;109.7;74.1;23.0;23;34;47;86.7;123.7;61.9;76.9;5.8
15211;4;-804.6;-10.376;300;1990;36.6;378.7;22.0;18;28;25;93.6;70.5;70.8;92.5;6.2
15212;1;-804.599;-10.377;300;1991;78.0;360.9;21.0;17;15;49;136.7;103.1;102.0;121.0;5.6
15213;8;-804.603;-10.384;300;1992;803.5;320.2;25.0;21;25;28;33.0;100.3;64.6;98.0;6.0
15214;4;-804.6;-10.376;300;1993;69.5;306.0;34.0;22;14;37;150.3;65.5;64.6;98.0;5.9
15215;6;-804.596;-10.383;300;1994;71.5;248.3;23.0;22;16;31;95.8;61.4;52.4;40.1;6.2
15216;5;-804.601;-10.382;300;1995;261.7;38.2;31.0;21;15;46;90.9;87.7;91.7;83.1;5.7
15217;1;-804.599;-10.377;300;1996;33.8;124.5;30.0;22;13;36;239.0;102.6;77.6;71.6;5.5
15218;4;-804.6;-10.376;300;1997;15.5;191.2;17.0;21;34;25;327.3;181.3;85.4;229.8;6.0
15219;3;-804.598;-10.38;300;1998;439.0;779.7;30.0;16;14;25;36.8;23.4;39.4;31.6;5.8
15220;3;-804.598;-10.38;300;1999;3.2;66.4;28.0;17;18;25;36.8;152.5;154.1;167.7;5.7
15221;5;-804.601;-10.382;300;2000;0.0;278.3;32.0;23;30;46;136.1;118.4;93.3;63.1;5.6
15222;6;-804.596;-10.383;300;2001;49.6;83.8;20.0;20;25;45;94.4;118.4;93.3;63.1;5.9
15223;3;-804.598;-10.38;300;2002;244.1;123.9;22.0;18;22;37;100.5;163.2;93.3;112.8;5.7
15224;5;-804.601;-10.382;300;2003;317.2;6.3;31.0;24;18;31;68.0;90.8;55.3;49.6;5.5
15225;8;-804.603;-10.384;300;2004;105.5;121.3;25.0;24;12;48;117.9;51.0;55.3;74.5;5.7
15226;5;-804.601;-10.382;300;2005;46.9;46.3;29.0;19;15;35;117.9;51.0;55.3;74.5;5.6
15227;8;-804.603;-10.384;300;2006;46.9;46.3;21.0;18;28;43;76.2;111.7;172.9;126.8;5.9
15228;0;-804.597;-10.379;300;2007;96.2;64.1;23.0;19;28;48;31.8;33.1;71.4;27.2;6.1
15229;0;-804.597;-10.379;300;2008;95.0;140.1;30.0;19;19;36;130.9;102.8;121.5;51.0;6.1
15230;2;-804.595;-10.378;300;2009;244.1;158.5;20.0;17;32;53;265.9;114.9;155.8;25.4;5.6
15231;1;-804.599;-10.377;300;2010;225.3;433.6;32.0;24;21;39;265.9;114.9;155.8;25.4;6.1
15232;8;-804.603;-10.384;300;2011;225.3;433.6;23.0;16;18;42;118.4;88.5;89.7;28.6;6.0
15233;2;-804.595;-10.378;300;2012;133.0;523.5;28.0;16;13;55;191.4;121.8;105.3;36.8;5.5
15234;1;-804.599;-10.377;300;2013;93.1;193.9;27.0;22;33;35;72.1;73.1;59.7;65.2;5.7
15235;2;-804.595;-10.378;300;2014;127.0;71.4;26.0;21;27;41;117.6;44.9;72.8;59.3;5.6
15236;6;-804.596;-10.383;300;2015;163.7;61.6;17.0;22;26;52;96.3;82.3;72.8;336.3;5.8
15237;6;-804.596;-10.383;300;2016;338.8;43.6;28.0;21;14;28;35.4;56.1;84.6;12.9;5.7
15238;6;-804.596;-10.383;300;2017;467.8;76.5;31.0;24;23;45;65.5;212.6;46.5;59.8;5.6
15239;1;-804.599;-10.377;300;2018;39.6;232.8;32.0;18;33;49;65.5;212.6;46.5;59.8;5.6
15240;8;-804.603;-10.384;4;1964;39.6;232.8;31.0;23;18;49;65.5;212.6;0.0;0.0;6.0
15244;3;-804.598;-10.38;4;1968;4.1;6.0;20.0;22;15;30;0.7;0.2;0.0;1.6;6.2
15247;6;-804.596;-10.383;4;1971;5.6;1.2;21.0;23;31;52;0.3;8.0;0.0;0.3;6.1
15248;8;-804.603;-10.384;4;1972;12.6;68.3;21.0;20;23;27;7.8;3.4;1.9;0.0;5.8
15262;6;-804.596;-10.383;300;1965;32.3;92.5;30.0;18;12;26;69.0;22.3;83.5;73.7;5.6
15263;5;-804.601;-10.382;300;1966;108.7;49.4;34.0;20;30;34;81.7;64.1;69.5;50.7;6.2
15264;4;-804.6;-10.376;300;1967;49.5;296.5;31.0;17;27;33;89.1;43.9;68.3;49.3;5.8
15265;1;-804.599;-10.377;300;1968;19.6;32.5;22.0;23;19;43;86.8;115.0;137.6;40.5;5.9
15266;1;-804.599;-10.377;300;1969;128.8;83.8;18.0;21;33;43;61.6;17.8;99.7;10.7;6.2
15267;5;-804.601;-10.382;300;1970;64.6;20.6;26.0;16;21;49;40.2;54.1;45.0;61.7;6.2
15268;1;-804.599;-10.377;300;1971;33.1;12.3;32.0;19;24;27;77.5;77.1;55.7;45.3;5.7
15269;0;-804.597;-10.379;300;1972;43.5;141.7;17.0;16;27;32;77.5;55.1;85.3;97.6;5.7
15270;3;-804.598;-10.38;300;1973;511.2;31.8;34.0;19;32;52;55.7;59.7;13.2;35.6;6.1
15271;3;-804.598;-10.38;300;1974;25.1;71.4;29.0;23;25;40;33.2;80.4;108.2;21.0;5.6
15272;3;-804.598;-10.38;300;1975;19.0;71.4;22.0;18;17;52;95.1;56.8;55.7;59.7;6.1
15273;1;-804.599;-10.377;300;1976;83.3;24.9;30.0;18;20;46;23.6;44.3;42.1;8.5;5.7
15274;6;-804.596;-10.383;300;1977;185.3;31.1;27.0;23;18;46;69.8;55.4;35.2;64.8;5.5
15275;0;-804.597;-10.379;300;1978;69.0;69.5;28.0;18;15;48;28.2;61.5;46.4;28.5;5.8
15276;7;-804.604;-10.385;300;1979;69.0;16.3;29.0;20;20;44;53.0;68.8;61.8;23.0;5.6
15277;6;-804.596;-10.383;300;1980;57.2;49.0;35.0;23;32;32;42.4;4.5;28.2;49.8;5.8
15278;8;-804.603;-10.384;300;1981;16.0;0.0;26.0;23;28;53;37.3;5.9;28.2;49.8;6.1
15279;8;-804.603;-10.384;300;1982;36.5;89.5;27.0;19;35;44;76.6;88.0;136.0;144.0;5.6
15280;5;-804.601;-10.382;300;1983;320.0;160.0;35.0;17;16;25;35.0;15.0;15.0;0.0;6.0
15281;2;-804.595;-10.378;194;1974;320.0;160.0;26.0;21;33;28;35.0;15.0;15.0;0.0;5.9
15282;6;-804.596;-10.383;194;1977;320.0;160.0;23.0;16;14;37;35.0;15.0;51.7;95.0;6.0
15283;2;-804.595;-10.378;194;1978;189.1;70.1;23.0;22;25;33;51.9;71.7;59.4;33.1;5.6
15284;4;-804.6;-10.376;194;1979;6.1;16.6;26.0;23;25;40;73.4;64.1;115.3;24.0;5.9
15285;5;-804.601;-10.382;194;1980;114.3;93.1;34.0;21;24;45;61.0;44.9;31.7;60.1;5.7
15286;5;-804.601;-10.382;194;1981;11.7;52.4;30.0;20;15;47;51.7;47.3;36.5;55.0;5.5
15287;6;-804.596;-10.383;194;1982;12.4;27.2;18.0;19;24;32;51.7;47.3;3.2;3.0;5.8
15288;1;-804.599;-10.377;194;1983;199.6;200.6;18.0;20;15;54;65.4;47.3;3.2;3.0;5.9
15289;5;-804.601;-10.382;360;1981;199.6;200.6;33.0;17;22;48;65.4;47.3;3.2;3.0;6.1
15291;4;-804.6;-10.376;1808;1964;116.9;133.0;31.0;17;16;27;7.0;2.4;30.6;24.1;6.1
15292;5;-804.601;-10.382;1808;1965;175.4;132.5;20.0;22;16;32;6.0;5.3;38.4;37.7;5.9
15295;8;-804.603;-10.384;1808;1968;45.8;46.1;30.0;18;16;32;4.1;16.0;30.4;47.0;6.0
15298;8;-804.603;-10.384;1808;1971;103.0;192.8;25.0;18;34;52;1.1;20.7;29.0;20.6;5.5
15301;0;-804.597;-10.379;1808;1974;36.2;246.1;17.0;18;19;32;11.9;18.4;21.6;24.8;5.7
15302;8;-804.603;-10.384;1808;1975;34.5;321.7;26.0;24;17;40;28.7;38.0;2.0;234.3;5.6
15311;0;-804.597;-10.379;1808;1984;102.0;452.1;31.0;24;12;44;3.3;2.0;10.0;36.7;6.1
15314;6;-804.596;-10.383;1808;1987;112.5;59.9;24.0;20;26;40;2.8;3.8;0.0;19.8;5.8
15317;0;-804.597;-10.379;1808;1990;75.8;184.0;34.0;18;19;48;10.3;2.5;0.5;12.3;5.5
15318;5;-804.601;-10.382;1808;1991;54.4;222.6;23.0;19;20;42;0.5;4.1;11.6;5.1;5.9
15319;4;-804.6;-10.376;1808;1992;121.3;174.2;33.0;23;21;26;1.5;1.5;17.7;22.7;5.5
15321;6;-804.596;-10.383;1808;1994;275.6;237.4;28.0;23;18;30;2.5;2.5;14.4;1.2;5.6
15335;2;-804.595;-10.378;1808;2008;278.8;381.6;17.0;20;17;25;2.0;21.5;10.9;31.8;6.1
15349;2;-804.595;-10.378;0;1983;182.5;86.8;24.0;24;15;41;298.8;34.1;98.8;134.0;6.0
15350;8;-804.603;-10.384;0;1986;182.5;92.7;33.0;17;13;47;17.1;59.1;73.2;105.9;6.1
15351;5;-804.601;-10.382;0;1987;60.4;92.6;28.0;23;23;53;41.8;20.0;69.7;76.5;6.0
15352;2;-804.595;-10.378;0;1988;60.4;116.2;22.0;16;24;30;477.0;247.1;160.0;24.0;6.0
15373;3;-804.598;-10.38;0;1976;155.8;289.3;33.0;20;21;47;11.1;40.0;31.6;24.6;5.7
15374;5;-804.601;-10.382;0;1977;145.8;594.2;26.0;19;15;39;31.4;24.4;47.0;37.7;6.2
15375;8;-804.603;-10.384;0;1978;89.9;140.9;28.0;21;19;39;35.2;23.3;28.3;47.9;5.9
15376;0;-804.597;-10.379;0;1979;197.2;12.8;35.0;19;19;38;35.2;9.2;6.3;31.0;6.1
15377;8;-804.603;-10.384;0;1980;68.6;140.3;30.0;17;20;38;10.3;12.5;18.9;43.1;5.5
15378;2;-804.595;-10.378;0;1981;12.7;140.2;19.0;19;23;42;10.3;12.5;18.9;43.1;5.9
15379;6;-804.596;-10.383;0;1988;12.7;750.2;21.0;23;34;52;10.3;12.5;18.9;43.1;6.2
15380;6;-804.596;-10.383;1200;1967;12.7;750.2;30.0;21;29;44;10.3;12.5;0.0;19.5;5.8
15382;4;-804.6;-10.376;1200;1969;94.3;71.7;17.0;18;31;44;5.1;3.0;23.9;4.1;5.6
15383;7;-804.604;-10.385;1200;1970;279.7;341.3;17.0;22;13;39;7.3;8.8;20.5;28.7;5.5
15384;2;-804.595;-10.378;1200;1971;295.3;439.0;24.0;21;15;52;7.3;8.1;22.4;16.5;6.2
15385;6;-804.596;-10.383;1200;1972;419.8;403.3;27.0;23;21;49;61.5;19.8;28.8;16.5;5.6
15386;6;-804.596;-10.383;1200;1973;247.9;186.6;24.0;18;18;55;5.2;1.8;26.3;4.4;5.6
15389;0;-804.597;-10.379;1200;1976;148.7;255.0;26.0;21;20;31;11.8;12.3;7.4;2.8;6.0
15390;8;-804.603;-10.384;1200;1977;267.6;255.0;22.0;18;28;52;11.8;12.3;7.4;2.8;6.1
15391;4;-804.6;-10.376;1200;1983;267.6;255.0;20.0;16;19;34;11.8;12.3;7.4;125.6;5.7
15392;0;-804.597;-10.379;2940;1964;7.4;50.2;27.0;23;30;49;0.6;82.0;60.4;13.7;5.5
15393;1;-804.599;-10.377;2940;1965;53.6;30.1;17.0;16;15;52;8.8;45.3;9.8;58.1;5.7
15394;6;-804.596;-10.383;2940;1966;91.3;3.2;34.0;21;23;37;7.8;6.4;5.8;25.6;6.2
15395;4;-804.6;-10.376;2940;1967;11.0;81.6;21.0;22;24;29;98.1;38.2;12.7;64.1;6.0
15396;1;-804.599;-10.377;2940;1968;39.3;51.7;24.0;17;23;48;22.0;19.8;28.8;67.8;5.8
15397;2;-804.595;-10.378;2940;1969;21.7;43.0;18.0;23;20;47;6.8;23.4;50.3;15.6;5.8
15398;7;-804.604;-10.385;2940;1970;78.9;101.4;24.0;21;25;28;25.3;54.5;16.0;24.4;5.6
15399;4;-804.6;-10.376;2940;1971;50.9;145.4;24.0;23;30;51;21.4;23.2;17.9;54.7;5.8
15400;5;-804.601;-10.382;2940;1972;53.9;90.4;30.0;22;34;38;25.0;16.3;31.7;21.7;6.0
15401;2;-804.595;-10.378;2940;1973;22.9;60.5;26.0;16;26;50;40.9;44.9;55.4;26.6;5.6
15402;2;-804.595;-10.378;2940;1974;41.7;81.5;18.0;22;35;51;43.4;13.3;75.9;61.6;6.0
15403;4;-804.6;-10.376;2940;1975;25.1;127.5;18.0;24;17;54;81.9;89.8;22.0;96.5;6.1
15404;7;-804.604;-10.385;1300;1982;332.8;349.5;34.0;18;17;31;71.6;21.7;76.9;541.5;5.7
15405;1;-804.599;-10.377;1300;1983;488.0;202.2;30.0;19;21;34;100.6;69.0;105.4;205.9;5.6
15406;5;-804.601;-10.382;1300;1984;305.8;423.1;17.0;20;22;29;82.3;54.5;179.0;191.9;5.5
15407;7;-804.604;-10.385;1300;1985;436.9;231.2;32.0;23;17;47;15.8;68.6;73.4;46.2;5.8
15408;8;-804.603;-10.384;1300;1986;436.9;231.2;21.0;17;25;51;15.8;68.6;73.4;46.2;6.1
15409;1;-804.599;-10.377;1300;1987;389.5;254.6;30.0;24;20;51;33.1;81.2;108.6;40.2;5.7
15410;4;-804.6;-10.376;1300;1988;389.5;254.6;32.0;17;35;34;71.2;54.3;126.8;67.6;6.1
15411;6;-804.596;-10.383;1300;1989;160.9;254.6;28.0;24;14;38;136.6;13.4;77.1;270.4;5.9
15412;7;-804.604;-10.385;1300;1990;160.9;366.8;21.0;24;24;43;136.6;13.4;77.1;118.4;6.1
15413;6;-804.596;-10.383;1300;1991;329.7;366.8;24.0;22;32;43;136.6;24.6;49.3;147.2;5.7
15414;4;-804.6;-10.376;1300;1992;329.7;271.2;27.0;24;35;33;49.7;26.9;65.6;83.0;6.1
15416;8;-804.603;-10.384;0;1976;53.2;192.8;21.0;17;23;33;0.8;0.2;38.0;86.8;6.1
15417;5;-804.601;-10.382;0;1977;41.8;7.6;33.0;23;27;49;6.4;22.7;142.0;122.6;5.7
15418;0;-804.597;-10.379;0;1978;64.5;65.6;33.0;16;21;25;33.2;3.7;63.6;56.5;6.0
15419;5;-804.601;-10.382;0;1979;29.6;25.7;35.0;21;34;52;13.4;60.2;96.7;56.5;6.1
15420;4;-804.6;-10.376;0;1980;178.8;186.4;17.0;16;22;52;15.2;13.5;51.4;136.4;5.6
15421;7;-804.604;-10.385;0;1981;6.3;53.1;31.0;23;34;27;15.2;13.5;51.4;136.4;5.8
15422;7;-804.604;-10.385;0;1995;6.3;53.1;23.0;22;28;34;15.2;13.5;51.4;136.4;6.0
15423;0;-804.597;-10.379;3106;1963;6.3;129.6;26.0;22;22;52;10.0;2.3;14.2;92.2;6.0
15424;0;-804.597;-10.379;3106;1964;6.3;129.6;23.0;17;20;32;22.4;29.5;69.8;89.1;6.1
15425;6;-804.596;-10.383;3106;1965;51.7;26.8;26.0;22;31;43;5.4;9.2;58.5;174.3;5.7
15426;7;-804.604;-10.385;3106;1966;31.6;78.3;28.0;16;23;30;27.2;19.5;67.4;84.0;5.9
15427;2;-804.595;-10.378;3106;1967;62.7;152.7;31.0;17;24;34;22.9;12.2;31.1;175.9;6.1
15428;7;-804.604;-10.385;3106;1968;78.3;153.5;17.0;16;34;35;20.1;45.5;114.9;153.8;6.1
15429;1;-804.599;-10.377;3106;1969;65.5;97.6;29.0;23;24;46;2.5;17.7;129.1;241.1;6.1
15430;4;-804.6;-10.376;3106;1970;108.7;226.8;34.0;20;33;45;17.2;9.8;31.1;68.0;6.2
15431;5;-804.601;-10.382;3106;1971;168.6;172.6;20.0;20;21;35;48.6;5.5;64.8;200.3;5.5
15432;2;-804.595;-10.378;3106;1972;228.2;269.6;18.0;22;12;36;47.5;40.1;58.9;91.3;5.8
15433;3;-804.598;-10.38;3106;1973;32.5;72.5;25.0;18;17;27;55.4;46.6;121.3;139.6;6.0
15434;4;-804.6;-10.376;3106;1974;437.8;361.0;29.0;22;24;38;31.5;22.0;225.1;139.6;5.6
15435;2;-804.595;-10.378;3106;1975;172.6;545.6;28.0;24;22;49;263.6;67.3;49.7;360.1;5.9
15436;1;-804.599;-10.377;3106;1976;36.3;205.3;31.0;16;13;37;40.6;44.2;27.9;117.8;6.2
15437;4;-804.6;-10.376;3106;1977;138.8;162.1;30.0;17;19;30;61.5;45.5;191.6;159.8;5.6
